restaurant_id,curbside_pickup,delivery,dine_in,live_music,outdoor_seating,reservable,restroom,serves_beer,serves_breakfast,serves_brunch,serves_cocktails,serves_coffee,serves_dessert,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,allows_dogs,good_for_children,good_for_groups,good_for_watching_sports,menu_for_children,free_parking_lot,paid_parking_lot,free_street_parking,paid_street_parking,free_garage_parking,paid_garage_parking,valet_parking,accepts_debit_cards,accepts_credit_cards,accepts_cash_only,accepts_nfc,wheelchair_accessible_restroom,wheelchair_accessible_entrance,wheelchair_accessible_parking,wheelchair_accessible_seating
ChIJ--7TyNV4nkcRslO9IhN_wz8,True,True,True,False,,,,,,False,,,True,True,True,,,True,,,,False,,True,,,,,,,,,,,,True,,True
ChIJefwZGO95nkcR6tOgbeEyBgE,,False,True,False,True,True,True,True,False,False,,True,True,True,True,True,True,True,True,True,True,False,False,True,,True,,,,,True,,False,True,,True,True,True
ChIJqRkpsUR5nkcRMD9LzHt5nEM,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,True,True
ChIJVwQkc9d4nkcREL1Et3gTh_0,True,,True,False,True,True,True,True,,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,,True,,,,,True,True,False,True,True,,True,True
ChIJ3-ROAyh5nkcRwd2gKEEEbeA,True,False,True,False,True,True,True,True,False,False,,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,,,,,True,True,False,True,True,True,True,True
ChIJfXHMn0x5nkcRbnI1jvJqvG4,False,False,True,False,True,True,True,True,,,,True,False,False,False,False,True,True,True,True,True,,,,,,,,,False,False,False,True,False,,True,True,True
ChIJ4yCPfEl5nkcR76Bbd2nWy34,,False,True,False,True,True,True,True,False,False,,True,True,True,True,True,True,True,True,True,True,False,False,True,,True,,,,,True,True,False,True,True,True,True,True
ChIJ-7E4YjN5nkcRjpfnsdt_l9M,,False,True,False,,,,True,,,,,,,,,,True,,,True,,,True,,True,,,,,,,,,,,,
ChIJd2OTXst5nkcRSBNLeqY0Pdw,,False,True,False,,,,True,,,,True,,True,True,,,True,,True,True,False,,,,,,,,,,,,,,,,True
ChIJLyQoWQB5nkcR7JSKV1T0cdE,True,False,True,False,True,True,True,True,,,True,True,True,True,,,True,True,,True,True,False,,True,,True,,,,,True,True,False,True,False,True,,
ChIJ4R6Ov9d4nkcRlpuAhdwSoDI,,False,True,False,True,,True,True,,,,True,,True,True,,,True,,True,True,False,False,,,,,,,,True,,False,True,,True,,
ChIJc6_6_iN5nkcRanFXnHGRpN0,False,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,,,,False,True,True,False,True,True,True,True,True
ChIJZ2U9VwB5nkcRQroHb5HD1Yk,,True,True,False,,,,,,,,,,True,True,,,True,,True,True,False,,,,True,,,,,True,True,False,True,,,,
ChIJa4oQiYl5nkcRambghKEYdBg,,False,True,False,True,True,True,True,,False,True,True,True,True,True,,True,True,,True,True,False,,True,,True,,,,,True,True,False,True,,,True,True
ChIJ9TpcAd94nkcR78orhID1q5g,,,True,False,,,,True,,False,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,
ChIJl359XQd5nkcRwd3vjEDZvXE,,False,True,False,True,True,True,True,True,,True,True,True,True,True,False,True,,True,True,True,False,True,True,,True,,,,,True,True,False,True,True,True,True,True
ChIJf8ZdOK95nkcRRxIwivv0re4,,False,True,,True,,True,True,,,False,True,True,True,True,True,True,,True,True,True,False,True,True,True,,,,,,,,False,,,True,True,True
ChIJoyohwAd5nkcRAXo_LP0aQCA,,False,True,False,True,False,True,True,,False,,True,,,,False,,True,,True,True,False,,,,,,,,,,,,,,True,,
ChIJm4s2imp5nkcRClEuUYLK0YA,,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,,True,True,False,,True,,True,,,,,True,True,False,,,True,,True
ChIJ-_i2-dp5nkcRP9RbsftFS4Q,True,False,True,False,True,True,True,True,,False,False,True,True,True,True,,True,True,,True,True,False,,,,,,,,,True,True,False,True,,,,True
ChIJ4Wqt89p5nkcRbpFuDOew3D8,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,False,,,False,True,
ChIJcf2dXNB5nkcRqnHf5Y5CmCY,,,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True,True,,True,True,,True,,,,,True,True,False,True,False,False,True,False
ChIJocW-c9p5nkcR0kVYOiF50jU,,False,True,,,,,,True,,,True,,,,,,True,,,,,,True,,False,,,,,True,,False,True,,False,True,
ChIJc4QepBV5nkcRj-1lF9LuB_o,,False,,False,,,,,,,,,True,True,True,True,,True,,,,False,,,,,,,,,True,,False,,,,,
ChIJieulaox3nkcR859RtgYI8kw,,False,True,False,,,,False,,,False,,True,True,True,True,,True,,,,False,,,,,,,,,True,,False,,,True,,
ChIJB_iQnp4OnkcR4XcyBqkv1K8,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,False,True,,True,,
ChIJt1aq0g93nkcRA6_4njzkX7Q,True,True,True,False,,,True,True,,,,,,True,True,,,True,True,True,,,False,True,,True,,True,,False,,,,,,,,
ChIJ2x5s6Bh3nkcRQCBkoqm5Szk,,,True,False,True,True,True,True,,False,False,True,True,True,True,False,True,,True,True,True,True,True,True,,True,,,,,True,,False,True,,True,True,True
ChIJnQR7Uxh3nkcR-iLWJpCY1WY,,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,,,False,True,False,False,True,,True,,,,,False,True,True,True,True,True,True,True
ChIJYVNX_-B2nkcR13o4rSF2sBg,,,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,,True,True,False,True,True,,True,,,,,True,True,False,True,,,,
ChIJGSjXPuF2nkcR4KC4zxGYi6o,True,False,True,False,True,True,True,True,,,True,True,True,True,True,False,True,True,,,True,,False,True,,,,,,,,,False,True,,,,True
ChIJQYrZYQl3nkcRbNjTZIegDiU,,False,True,False,,True,True,,,,,True,True,True,True,,,True,,,,,,,,,,,,,,,False,,,,,
ChIJ35EENOZ2nkcRNTRbDkIANLA,,False,True,False,True,True,True,True,False,False,,True,True,True,True,,True,True,True,True,True,,True,True,,True,,,,,True,True,False,True,,,,True
ChIJp7pbFOh2nkcROwxf4Jx-YMQ,,,True,False,,,,True,,,,True,,True,True,,,True,,True,,,,,,,,,,,,,,,,,,
ChIJRSyax-h2nkcRvjbmfjZT6Z4,,False,True,False,True,True,True,True,False,False,,True,True,True,True,,True,True,True,True,True,False,,True,,True,,,,,True,True,False,True,,True,True,True
ChIJy8RW6up2nkcReycc-LFMvno,False,False,True,False,True,True,True,True,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,,,,,True,True,False,True,,False,,
ChIJVVVRv5R2nkcRWA9RIimwcgE,,True,True,False,False,False,False,,False,False,,,True,True,True,,,True,,False,False,False,False,,,True,,,,,True,,False,True,,False,False,False
ChIJJ-gc0ep2nkcRI2AeajBaqLM,,False,True,False,True,True,True,True,True,True,False,True,True,False,True,,True,,True,True,True,False,False,True,,True,,,,,False,False,True,False,,,,True
ChIJB3fyD2N3nkcR_wJtGcRFBmo,True,False,True,False,,,,,True,False,,,True,,True,,,True,,True,,False,,True,,,,,,,,,True,,,True,True,
ChIJaYypj712nkcRWE1ng7EW_8Y,,True,True,False,True,True,True,True,,False,,True,True,True,True,,True,True,,True,True,,,,,,,,,,,,False,,,,,
ChIJ-drRh752nkcRnYg2vM5cn2Y,,False,True,False,True,True,True,True,,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,,True,,,,,True,,False,True,,True,True,True
ChIJNbu43093nkcRypwHFLaxF7Y,,,True,False,,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
ChIJocWVsOF3nkcRM1ZVBHKb80I,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,,True,,False,False,,,True,,,,,,,True,,,True,,True
ChIJyy8jl7x2nkcRaFL7wKZd7n4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJi3hVL2l3nkcRE8T0vgprOuw,,True,True,,,,,True,,,,,True,True,True,,,True,,True,,,,,,,,,,,,,False,,,True,,
ChIJJ7uM38p3nkcRDh9yu4PVa1A,,False,True,False,,,True,True,True,,,True,True,,True,,True,True,,,,False,False,,,,,,,,,,,,,,,
ChIJ16HzyRh0nkcRkMrDF_yY82o,,True,True,,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,,True,,,,,True,True,False,True,True,True,True,True
ChIJUQUCTad2nkcRor0soLMBLc0,,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,,True,,,,,True,True,False,True,,True,True,True
ChIJxRUs5QF1nkcRjyCdPzRlnO8,True,True,True,False,True,True,True,False,,False,,True,True,True,True,False,False,True,True,True,,False,True,True,False,True,False,True,False,True,False,False,True,,True,True,True,True
ChIJjSpPYRB0nkcRrlgdlpnTzaM,,False,True,False,,True,True,True,False,False,,True,True,True,True,,True,True,,True,True,False,,True,,True,,,,,,,,,,False,,False
ChIJq6qWphl0nkcRH58FbIGXrzk,,False,True,,True,,True,True,,,True,True,,,,,True,,,,True,True,False,,,,,,,,,,True,,,,,True
ChIJnQzTCRl0nkcRA_CRI4CNa38,,False,True,False,,,True,True,False,False,True,True,,False,,False,True,False,,,True,True,False,,,,,,,,,,,,,,,
ChIJUbYVYhp0nkcR__47SQGktts,,True,True,False,False,False,False,True,False,False,False,,True,True,True,True,True,True,,,,False,False,,,,,,,,True,,False,True,,True,,
ChIJQeVE9Z11nkcRRubRs4eK-Gw,,False,True,False,,,,,,False,,,,True,True,,,True,,True,,False,,,,,,,,,,,,,,True,,
ChIJd784Nj10nkcRGEkU95oNBxk,,True,True,False,True,,True,False,False,,,True,True,True,True,True,False,True,,True,True,,True,True,,True,,True,,False,True,True,False,True,True,True,True,True
ChIJUcJs8OcLnkcRse1PCHZJ1_E,True,True,True,,False,,True,True,True,,,True,True,True,True,True,False,True,,True,True,,True,True,,True,,,,,True,False,False,True,False,False,False,False
ChIJ3TAvA_d1nkcRnNZUETC_coQ,True,False,True,False,False,,True,True,False,False,True,True,True,True,True,,True,True,False,True,True,False,,True,,,,,,,True,True,False,True,True,True,True,True
ChIJF5-qAUB0nkcRzwPjY3Dfxgg,,True,True,False,,True,True,True,True,,,True,True,True,True,,True,True,,False,,,False,True,,False,False,False,,False,True,,False,True,,True,,
ChIJlb_iOBV0nkcRR1ZvrepO5uA,,False,True,False,,,True,True,True,False,,True,,True,True,False,True,True,,True,True,,False,,,,,,,,,,,,True,True,True,True
ChIJR6KLhD91nkcRDD4O0JkXEkw,True,False,True,False,True,True,,True,False,False,,True,True,True,True,True,True,True,True,True,True,False,False,True,,True,,,,,,,True,,,True,True,True
ChIJmVf_bhZ1nkcR_9l42ttAnD0,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
ChIJ4SqYDAB1nkcRoDgt6-XRHlE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJYQfKP011nkcR4eHD77XsW5I,,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,False,,,True,,,,,,,True,False,,True,True,True,True
ChIJg88gtaZ1nkcR5NiIl9PLGIA,,False,True,False,True,True,True,True,True,,,True,True,True,True,True,True,True,,,True,False,,,True,,,,,,,True,False,,,True,,True
ChIJQY86vqJ1nkcRVgsXefDgCR0,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,True,True,False,True,,True,True,True
ChIJh1byykHjnUcReCaEYFDYf8I,False,False,True,False,True,True,True,True,,True,True,True,True,True,True,True,True,False,,True,True,False,False,,True,,,,,,True,True,False,True,,True,,True
ChIJkxhfBm50nkcR2cAUnFgl_lc,,,True,False,True,True,True,True,False,False,,True,True,True,True,,True,True,True,True,True,,,True,,,,,,,True,True,False,True,,True,True,True
ChIJj2HmNgB1nkcRzUYqivXeUHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJW5KKHnp1nkcRuEVaz5Rgxa8,False,False,True,False,True,True,,True,True,False,,True,,True,True,False,,True,,True,,False,,True,True,True,,,,,True,,False,True,,True,,
ChIJvcS8aQoECUERqy2m-BOAlRc,,True,True,False,True,True,True,True,,False,,True,True,True,True,True,True,True,True,True,True,False,,True,,True,,,,,True,True,False,True,,True,,True
ChIJH_Xlx2d0nkcRt48NwgdUgGg,False,False,True,False,True,True,True,True,,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,,True,,,,,True,True,False,,,True,True,True
ChIJy8dDwG90nkcRC3MrN-nuDI4,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
ChIJV5ugFW90nkcRoj8oVcHCgwg,,,True,False,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,False,,,,,
ChIJXft45GN0nkcRDi0yVpg0VxY,,False,True,False,,False,False,False,False,False,,True,,True,True,False,False,True,,,,,False,,,True,,,,,,,True,,,,,False
ChIJ4SZaBmd0nkcRIQapbwykkbA,,False,True,False,True,False,False,True,True,False,,True,,True,True,True,False,True,,True,,False,False,,,,,,,,True,,False,True,,,,
ChIJ1fpP5WJ0nkcRAj6vi454ngM,,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,,,True,,True,,,,,,True,False,,,,True,True
ChIJiZ1dvYl0nkcRH09YeEVFabQ,,,True,False,True,True,True,True,,False,,True,True,True,True,,True,True,,True,True,,,True,,,,,,,True,,False,True,,True,True,True
ChIJG-ikEZF0nkcRSBx51bcYd88,,False,True,False,True,True,True,True,False,False,True,True,True,True,True,,True,True,,True,True,False,False,True,,True,,,,,True,True,False,True,,True,True,True
ChIJja4h1ZN0nkcRSn6nuIp3hcI,,,True,False,True,True,False,True,False,False,,True,True,True,True,,,True,,True,,False,,,,,,,,,,,,,,False,,False
ChIJrTTTOZd0nkcRB6sfOPe52js,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,False,,,True,True,
ChIJMbsKlSN1nkcREsOtG7syvN0,True,True,True,False,True,,,False,,False,False,True,True,True,True,,False,True,,True,True,False,,True,,True,,,,,True,,False,True,,,,
ChIJA2dC2gP9nkcR_aVgRP7WGrM,True,True,True,False,True,,,True,,False,,True,,True,True,False,,True,,True,True,False,,True,,,,,,,,,,,,True,True,True
ChIJSaYvv4N1nkcRN6bWKnYuAUg,False,False,True,False,False,,False,False,,False,False,,True,,False,False,False,True,,True,True,False,,,,True,,,,,True,,False,True,,,,
ChIJKd-Oy5N0nkcRJWI26wXma0Q,,False,True,,,,,,True,,,True,,,,,,True,,,,,,True,,True,,,,,True,,False,True,,True,,
ChIJcwVjVNh1nkcRXalLMG8Lcxs,True,True,True,False,True,True,True,True,,False,True,True,True,True,True,,True,True,True,True,True,,True,True,,True,,,,,True,True,False,True,True,True,True,True
ChIJjQUZPLF0nkcR8jWYWnapa50,,False,True,False,True,False,True,True,False,,,True,True,,True,False,,True,,True,True,False,True,,,,,,,,True,,False,True,,True,True,True
ChIJC2to_7J0nkcRGr1LgqWx-4E,,,True,False,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,,,,,True,True,False,True,True,True,True,True
ChIJofVU5hR1nkcRrnLOL3_iRq4,,False,True,,True,,,True,,,,True,,,True,True,True,True,,True,True,,,,,,,,,,True,,False,True,,,True,True
ChIJpZsgGJZ1nkcRYGDhk3TP5cE,,False,True,,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,,True,,True,,,,,,True,,False,True,True,True,True,True
ChIJEVhxCDJ5nkcRl3GQgvAmaCk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ50iXlIV5nkcRthhQhuDAH1A,,False,True,,True,True,True,True,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,,,,,,,False,,,True,True,True
ChIJE91DysF5nkcRQ_06H3n41mQ,,False,True,False,True,True,True,True,,,False,True,True,,,True,True,True,True,True,True,True,True,True,,True,,,,,False,False,True,False,,,True,
ChIJFziUhNV5nkcR7RMkzO8K2y0,True,True,True,False,False,,,True,False,False,False,,True,True,True,True,,True,,,True,False,False,,,True,,,,,True,,False,True,,False,False,False
ChIJebFD-9p2nkcR-WCrIqPnl9c,,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,,,,True,True,False,True,True,True,True,True
ChIJMY7gRs92nkcRY5U-af0V928,,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,,,,,True,True,False,True,,True,True,True
ChIJ2QA_ZcF2nkcRakVqVFm9bVs,True,True,True,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,False,,
ChIJu8gA28B2nkcR1-k3pVG61iY,,False,True,False,,,,,,False,,True,,,True,,,True,,True,,False,,,,,,,,,,,,,,,,
ChIJk_O0p7B2nkcRfLa4sEExcP4,,False,True,False,True,True,True,True,,False,False,True,True,True,True,False,True,True,True,True,True,,True,True,,True,,,,,True,True,False,True,,True,True,True
ChIJD-TJZTl3nkcRmHpWfTbTw9k,False,False,True,False,True,True,True,True,,,True,True,True,True,True,True,True,True,,,True,False,False,True,,True,,,,,True,True,False,,,True,,True
ChIJ2eYoE6R2nkcRzgDTSDqOYws,,False,True,False,True,,True,True,True,,True,True,,,,False,True,,,False,True,,,,,True,,,,,,,True,,False,True,True,True
ChIJdyBicR93nkcRomzsH_eZe94,True,True,True,False,True,True,True,False,,,False,False,True,True,True,True,False,True,,True,,False,True,,,True,,,,,True,,False,True,,,True,True
ChIJGUeG0AZ3nkcRNQt3OlOF5NE,True,,True,False,True,True,True,True,,False,False,True,True,True,True,False,True,True,True,True,True,,True,True,,True,,,,,True,,False,True,,True,True,True
ChIJFT1ZMbB2nkcRuVwmLsUPw8g,,True,True,False,True,,True,,True,,,True,True,True,True,True,,True,,True,,,,True,,True,,,,,,True,False,True,,True,,True
ChIJozOTfFd3nkcRWRyh6YknnvI,False,True,True,False,True,,True,False,,,False,True,,True,True,,False,True,,True,True,False,False,True,,True,,,,,True,,False,True,,True,,True
ChIJtf-R7KR2nkcRNQcbGdgdMHk,True,False,True,False,True,True,True,False,True,False,False,True,True,True,True,True,False,True,False,True,True,False,False,True,,,,,,,True,,False,True,,True,True,True
ChIJx3B25lp3nkcRbZ4zQaGytVQ,True,True,True,False,True,True,True,False,True,False,False,True,True,True,True,True,False,True,,True,True,False,True,True,,True,,,,,True,,False,False,,True,,
ChIJdebcJG0ECUERGUoRVu9K3TI,,True,True,False,False,False,,True,,False,False,,,True,True,False,,True,,,,,,,,,,,,,,,,,,,,
ChIJ7co-6iV0nkcR_0TUsu5OTDM,True,True,True,False,False,True,,True,,False,,False,True,True,True,,,True,,False,,,,,,,,,,,True,,False,,,,,
ChIJjRSODKd2nkcRvP-SBCyUAw8,,True,True,False,False,False,False,,,False,,,True,True,True,,,True,,False,,False,,True,,True,,,,,True,True,False,True,,False,,
ChIJPfzQeBx1nkcRWLuMIZwgSmo,,False,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,True,,True,True,,True,True,
ChIJGRRjnxt0nkcRxNnwGRfmD2w,False,True,False,False,,True,,,False,False,,,True,True,True,,,True,,True,True,False,,,,,,,,,,,,,,,,
ChIJ0fKNUsd1nkcRTBJplPJBJWM,,False,True,False,,,True,True,,,,True,,True,True,,True,True,,,True,,False,,,,,,,,,,,,,,True,
ChIJR2ffKel1nkcR8N-z9x2DfqY,,False,,False,,,,,,,,,True,True,True,True,,True,,,,False,,,,,,,,,True,,False,,,True,,
ChIJlzxtvhp0nkcRhqXw8iTFuCQ,,False,True,,,,,,True,,,True,,,,,,True,,,,,,True,,,,,,,True,,False,True,,True,True,
ChIJ4cZBIg50nkcRAWz0hmP3XvM,False,False,True,False,True,True,True,True,False,,True,True,False,False,False,True,True,True,True,True,True,True,False,,,True,,,,,False,False,True,,,,,
ChIJFXabQAB1nkcRgXCdJRBNZ5Q,,,True,False,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
ChIJgRIgNXB0nkcR0Qhhq3ihNJk,True,True,True,False,True,True,True,True,,False,False,True,True,True,True,False,True,True,True,True,True,,True,True,,True,,,,,True,True,False,True,False,True,,True
ChIJlYpSNXh0nkcRtwmUUu9FkiQ,,,True,False,True,,True,True,,,,True,True,True,True,,True,,,True,True,False,False,True,,,,,,,,,False,,,,True,
ChIJj0TxmnB0nkcRsOpHTDee994,,False,True,False,True,True,True,True,,False,False,True,,True,True,False,True,,True,,True,True,False,True,,True,,,,,,,,,,True,True,True
ChIJnXu3hnB0nkcRfGsHG_aJbPk,,False,True,False,,True,True,True,,False,,True,True,True,True,False,True,True,True,True,True,,,True,,True,,,,,,,,,,,True,True
ChIJAQCUWpl0nkcR0BQXUN0ueiE,False,True,True,False,,True,True,True,,,True,True,True,True,True,True,True,True,,True,,True,,,,,,,,,True,,False,True,,,,
ChIJ5U5O010LnkcR614QtBMWwPs,,False,True,False,True,True,True,True,True,,True,True,True,True,True,False,True,True,True,True,True,False,True,True,,True,,,,,True,True,False,True,True,True,True,True
ChIJveubSkF5nkcR1AMNV0b77Vo,True,,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,False,True,True,,True,,,,,True,True,False,True,,,True,True
ChIJjdBfe3F5nkcR-H8DlrApfn4,,False,True,False,True,True,True,True,,False,,True,True,True,True,True,True,True,,True,True,True,,True,,True,,,,,,False,False,,,False,,
ChIJWTB4vG15nkcRd7Hp5VOUUp8,,False,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,True,,False,True,,,True,True
ChIJ5-vPB_p5nkcRldtmgsPsHt4,,False,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,,True,True,,True,,,,,,True,False,,,False,True,True
ChIJ1zuk9eV5nkcRkqEH6ZafTZ0,False,False,True,,True,True,True,True,,,False,True,False,,False,False,True,False,,False,True,,False,,,,,,,,,,True,,,,True,True
ChIJ6ZOGh-V5nkcRX3r_S5vSAuw,,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,,,True,,True,,,,,,,,,,False,True,True
ChIJdZ_HDv55nkcR6jgW4RPNzVc,,,True,False,False,True,True,True,False,False,False,True,True,True,True,,True,True,,True,True,False,False,True,,True,,True,,,True,True,False,True,,True,True,True
ChIJu6hjMPl3nkcRheqlHLHYTzo,,False,True,False,,,True,,,,,True,True,,True,,,,,,,,,,,,,,,,,,False,,,True,True,
ChIJx4cMwS13nkcRxIObKpKAFm0,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,,True,,,,,,True,False,,True,True,True,True
ChIJB5BjXix3nkcRiiHXnA9gPBw,,False,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,,,,,True,,,,,,,False,,,True,True,True
ChIJnWtnFdZ2nkcRzIOijYNFsgI,True,False,True,False,True,True,True,True,,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,,True,,,,,False,False,False,True,,True,True,True
ChIJ243859V2nkcRJRwdHWJCvHU,,False,True,False,,True,True,True,,,True,True,True,,,True,True,,True,False,True,,False,,,,,,,,True,True,False,True,,,True,
ChIJC3BRfdV2nkcRRkE77BWUA78,,False,True,False,True,True,True,True,,,,,,,,,True,,True,,True,,,,,,,,,,,,True,,,,,
ChIJzTKGASt3nkcRPDhspaNWDwU,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
ChIJAdxv0NV2nkcR_u6T8QXH-DE,False,False,True,False,True,True,True,True,,False,,True,True,True,True,True,True,True,,True,True,False,False,,,,,,,,True,True,False,,False,False,False,False
ChIJrRc6DtZ2nkcRsTTptjd9fK4,True,,True,,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,,,True,,,,,,,,,True,,,True,True,True,True
ChIJY3T38dV2nkcRLjk17mUnDXE,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,False,True,,True,,
ChIJA0K5-9N2nkcRCiG0joqtvH8,,False,True,False,True,True,True,True,False,False,,True,True,True,True,False,True,True,True,True,True,False,True,True,,True,,,,,True,True,False,True,True,True,True,True
ChIJaSNrJtJ2nkcROsmk3SoJ7CE,,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,,True,,True,,,,,,True,False,,,,True,True
ChIJXQWM-dF2nkcRseYkK-2hSaA,,True,True,False,False,False,,True,,,,,True,True,True,True,,True,,,,,,,,,,,,,True,,False,True,,True,True,
ChIJaSyXA9J2nkcRJTeO5P5X9IM,,False,True,False,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,True,,
ChIJ01qlVL53nkcRocFbFYxUAcI,,False,True,False,,,,,,,,,,True,True,,,True,,,,False,,,,,,,,,,,,,,True,,
ChIJf1eKA9J2nkcRgQ2WpfB3w4k,,False,,False,False,False,False,,,False,,False,,True,True,,,True,,False,False,False,False,,,,,,,,,,,,,False,False,False
ChIJG63XJN93nkcROdm6bobmstY,True,False,True,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,
ChIJTThUozt3nkcRPae1KyoRdCI,,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,,True,,True,,,,,True,True,False,True,,True,,True
ChIJX6Ep1LV2nkcRLhjap67GPps,,True,,False,True,,,,,,,,True,,True,True,,True,,,,,,,,,,,,,True,,,True,,True,,False
ChIJ6R1CCAB3nkcRKAerEFQwp8A,,True,True,False,,True,True,True,,,,True,True,True,True,,True,True,,True,,,,True,,,,,,,,,,,,,,
ChIJQTgsZ0pxnkcRWU-Zd4KelG0,,False,True,,True,True,True,True,,,,True,True,True,True,False,True,True,,,True,,,,,,,,,,,,,,,,,
ChIJZSZ1S7J2nkcRe3F-uc8Xcbk,,,True,False,False,,True,True,,False,,True,True,True,True,True,True,True,,True,,False,,,,,,,,,True,True,False,True,True,True,True,True
ChIJ6TYnQmF3nkcRfxXRhvrATlE,,False,True,False,False,True,True,,,False,,,True,True,True,True,,True,,True,,False,False,,,,,,,,True,,False,True,True,True,True,True
ChIJw1dIObJ2nkcRXWOvefx57_k,,,True,False,True,False,,False,,False,False,True,,True,True,False,False,True,,True,True,False,,True,,,,,True,,,,False,,,True,True,True
ChIJrQYus7N2nkcRE2oJ9eyWJTo,,False,True,False,False,,,False,,False,False,,True,True,True,True,False,True,,True,,False,True,,,,,,,,True,,False,True,,True,True,True
ChIJk8c2GSh3nkcRu5UK_-uXxs4,,False,True,False,False,,True,,,False,,True,True,True,True,True,,True,,True,,False,False,,,,,,,,True,,False,True,True,True,True,True
ChIJt11MXbN2nkcRVH487ggqhAM,False,True,True,,True,,True,False,True,,,True,True,True,True,True,False,True,,True,True,,True,,True,,,,True,,True,,False,True,False,False,False,False
ChIJoRCVjyh3nkcR0RySKXU6vUY,True,False,True,,,,,,,,,,,,True,,,True,,True,,,,,,,,,,,,,,,,True,,
ChIJhVpkS7J2nkcR4mMKYyAe9Pg,,,True,False,,,,,,,,,,True,True,False,,True,,True,,,,,,,,,,,,,,,,True,,
ChIJNxXOC7N2nkcRagOSeKDaitw,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,,True,True,
ChIJ5zORS2h1nkcRryjQtlqGX5c,,False,True,False,True,True,True,True,,False,,True,True,True,,False,True,,,True,True,True,,True,,True,,,,,True,,False,True,,True,True,True
