id,name,curbsidePickup,delivery,dineIn,evChargeOptions,fuelOptions,liveMusic,parkingOptions,paymentOptions,outdoorSeating,reservable,restroom,servesBeer,servesBreakfast,servesBrunch,servesCocktails,servesCoffee,servesDessert,servesDinner,servesLunch,servesVegetarianFood,servesWine,takeout
ChIJ8dHXli3lmUcRbSsbGrUNotc,"{'text': 'Saints & Scholars Tübingen', 'languageCode': 'de'}",True,False,True,,,,{'paidParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,False,True,True,True,True,True,False,True,True
ChIJg0VvmC3lmUcRIg_4wHp7_as,"{'text': 'Uni-Café-Ristorante Unckel', 'languageCode': 'de'}",True,False,True,,,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,,True,True,True,True,True,True,True,True
ChIJjV18-gf7mUcR8beCFXcUfCg,"{'text': ""Salam's Burger"", 'languageCode': 'de'}",,True,True,,,False,,{'acceptsCashOnly': False},True,False,,False,,False,False,False,,True,True,,False,True
ChIJ5bNxBdP6mUcRoihNgmDzZl4,"{'text': 'Esszimmer', 'languageCode': 'de'}",,False,True,,,False,"{'freeParkingLot': False, 'freeStreetParking': False, 'paidStreetParking': True}",{'acceptsCashOnly': False},False,False,True,False,,False,False,True,,True,True,True,False,True
ChIJr9SsptT6mUcR9NExCd4X4cg,"{'text': 'El Pecado', 'languageCode': 'en'}",,False,True,,,False,{'paidGarageParking': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,True,True,True,False,False,True,True,True,True,True,True,True,True
ChIJje5bKfDlmUcRC8fNgelZCOk,"{'text': 'Uni Kebap Tübingen', 'languageCode': 'de'}",True,True,True,,,,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,,,,,,,,,True,True,,,True
ChIJYR6MeNP6mUcRX0PfqXYXqks,"{'text': 'Kichererbse', 'languageCode': 'de'}",,False,True,,,False,{'freeParkingLot': False},{'acceptsCashOnly': True},True,False,True,False,False,False,False,False,False,True,True,True,False,True
ChIJR8C-q9P6mUcR7L75i-22ZJA,"{'text': 'Salam Box', 'languageCode': 'de'}",,False,True,,,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,False,,False,False,False,False,True,,True,True,True,False,True
ChIJpTQs8kf7mUcRu0kj6vnrsKY,"{'text': 'Asia-Imbiss Wok-In', 'languageCode': 'de'}",,False,True,,,False,{'paidParkingLot': True},{'acceptsCashOnly': True},False,True,True,True,,False,False,,True,True,True,True,,True
ChIJ74HsYgD7mUcRX5dxelNMtJc,"{'text': 'short stories', 'languageCode': 'de'}",,,True,,,False,,{'acceptsCashOnly': False},,,,,,,,,,,,True,,True
ChIJzSXehNP6mUcR1zxxeaopBXM,"{'text': ""Hao's Box"", 'languageCode': 'de'}",,,True,,,False,,,False,False,False,False,,False,False,,,True,True,True,False,True
ChIJ8WhdiDT7mUcRJ77WT23aNh8,"{'text': 'Köstlich Vegan', 'languageCode': 'de'}",True,True,True,,,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",False,,False,False,,,False,,,True,True,True,False,True
ChIJwy8qMhn7mUcRFbNaz1fkoPs,"{'text': 'ChiJa Wok&Sushi', 'languageCode': 'zh'}",True,,True,,,False,,,,,True,,,,,True,True,True,True,,,True
